row_id,PET_id,PET,expanded_text,span_text,label,whole_text,pet_type
80,8,顔をいじる,でもついたのか。 それとも旅行中、他の男と関係でもできたのか。しきりに鏡台を見て[PET_BOUNDARY]顔をいじって[PET_BOUNDARY]いるが、それも若い男と親しくなったせいなのか。考えだすと衿子の行動の一つ一つ,顔をいじって,0,でもついたのか。 それとも旅行中、他の男と関係でもできたのか。しきりに鏡台を見て顔をいじっているが、それも若い男と親しくなったせいなのか。考えだすと衿子の行動の一つ一つ,sometimes
81,8,顔をいじる,っている。テーブルの上には、化粧の道具が並んでいる。その誰かは鏡に見入り、熱心に[PET_BOUNDARY]顔をいじって[PET_BOUNDARY]いる。そして…しばらくして鏡の中の人物はニヤニヤ笑い出した。…だが、それが誰,顔をいじって,0,っている。テーブルの上には、化粧の道具が並んでいる。その誰かは鏡に見入り、熱心に顔をいじっている。そして…しばらくして鏡の中の人物はニヤニヤ笑い出した。…だが、それが誰,sometimes
82,8,顔をいじる,車を買った、オーディションがこうで…と。 そのうち、ヘアメイクも到着して、彼らの[PET_BOUNDARY]顔をいじりながら[PET_BOUNDARY]ワイワイと仲良し同士、大盛り上がり。モーリはニコニコとソファに座って彼ら,顔をいじりながら,0,車を買った、オーディションがこうで…と。 そのうち、ヘアメイクも到着して、彼らの顔をいじりながらワイワイと仲良し同士、大盛り上がり。モーリはニコニコとソファに座って彼ら,sometimes
83,8,顔をいじる,自分は友達によく[PET_BOUNDARY]顔をいじられるのですが[PET_BOUNDARY]、自分の顔は普通でしょうか？悪いでしょうか？,顔をいじられるのですが,0,自分は友達によく顔をいじられるのですが、自分の顔は普通でしょうか？悪いでしょうか？,sometimes
84,8,顔をいじる,ここ数年[PET_BOUNDARY]顔をいじるのが[PET_BOUNDARY]癖になってしまっていて暇さえあれば毛穴の角栓を押し出したり,顔をいじるのが,0,ここ数年顔をいじるのが癖になってしまっていて暇さえあれば毛穴の角栓を押し出したり,sometimes
85,8,顔をいじる,周りの友達は可愛いし、男子には[PET_BOUNDARY]顔をいじられる[PET_BOUNDARY]。とりあえず、整形して生きてみようと思いました。,顔をいじられる,0,周りの友達は可愛いし、男子には顔をいじられる。とりあえず、整形して生きてみようと思いました。,sometimes
86,8,顔をいじる,いだったが、意外に中高年層やカップルにも人気が広がっている。同社編集部は「自分の[PET_BOUNDARY]顔をいじる[PET_BOUNDARY]抵抗感が薄れてきた。実際に整形するかどうかはともかく、違う自分を見てみたいと思,顔をいじる,1,いだったが、意外に中高年層やカップルにも人気が広がっている。同社編集部は「自分の顔をいじる抵抗感が薄れてきた。実際に整形するかどうかはともかく、違う自分を見てみたいと思,sometimes
87,8,顔をいじる,10代の頃に顔がむくんで見える写真が1枚あるだけで、みんな私が[PET_BOUNDARY]顔をいじり[PET_BOUNDARY]まくったって思ってるの。あなただって13歳の頃と今は同じ顔じゃないでしょ？,顔をいじり,1,10代の頃に顔がむくんで見える写真が1枚あるだけで、みんな私が顔をいじりまくったって思ってるの。あなただって13歳の頃と今は同じ顔じゃないでしょ？,sometimes
88,8,顔をいじる,輪郭をいじる前にあまり[PET_BOUNDARY]顔をいじらない[PET_BOUNDARY]方が良いと思うのですが、ハイフとかもやめた方がいいですか？,顔をいじらない,1,輪郭をいじる前にあまり顔をいじらない方が良いと思うのですが、ハイフとかもやめた方がいいですか？,sometimes
89,8,顔をいじる,菊地姫奈さんキレイになりましたね。[PET_BOUNDARY]顔をいじりました[PET_BOUNDARY]？普通にメイクを変えたならどんな風に変えたんでしょうか？,顔をいじりました,1,菊地姫奈さんキレイになりましたね。顔をいじりました？普通にメイクを変えたならどんな風に変えたんでしょうか？,sometimes
90,8,顔をいじる,K POPアイドルで[PET_BOUNDARY]顔をいじってない[PET_BOUNDARY]人っているんですか？みんな少なくともどこかしら整形してますか？,顔をいじってない,1,K POPアイドルで顔をいじってない人っているんですか？みんな少なくともどこかしら整形してますか？,sometimes
91,8,顔をいじる,親はコンプレックスだからなんだ、[PET_BOUNDARY]顔をいじるな[PET_BOUNDARY]、勉強しろと言うだけです,顔をいじるな,1,親はコンプレックスだからなんだ、顔をいじるな、勉強しろと言うだけです,sometimes
92,8,顔をいじる,整形している方に質問です。「[PET_BOUNDARY]顔をいじってる[PET_BOUNDARY]？」と人に聞かれたら何と答えますか？私は人に聞かれたのですが、何も答えれませんでした。,顔をいじってる,1,整形している方に質問です。「顔をいじってる？」と人に聞かれたら何と答えますか？私は人に聞かれたのですが、何も答えれませんでした。,sometimes
260,20,女の子の日,[PET_BOUNDARY]女の子の日に[PET_BOUNDARY]出てくるるものは、血じゃないと習った気がするのですが、血との違いを教えてくださ,女の子の日に,1,女の子の日に出てくるるものは、血じゃないと習った気がするのですが、血との違いを教えてくださ,sometimes
261,20,女の子の日,[PET_BOUNDARY]女の子の日が[PET_BOUNDARY]始まるとお腹の痛みだけでなく気分も沈みやすくなるので、無理をしないようにしています。,女の子の日が,1,女の子の日が始まるとお腹の痛みだけでなく気分も沈みやすくなるので、無理をしないようにしています。,sometimes
262,20,女の子の日,友達との旅行がちょうど[PET_BOUNDARY]女の子の日と[PET_BOUNDARY]重なってしまい、思うように楽しめなかったことがあります。,女の子の日と,1,友達との旅行がちょうど女の子の日と重なってしまい、思うように楽しめなかったことがあります。,sometimes
263,20,女の子の日,[PET_BOUNDARY]女の子の日は[PET_BOUNDARY]体がだるくて頭痛もひどくなるため、仕事の予定を調整することが多いです。,女の子の日は,1,女の子の日は体がだるくて頭痛もひどくなるため、仕事の予定を調整することが多いです。,sometimes
264,20,女の子の日,彼女は[PET_BOUNDARY]女の子の日に[PET_BOUNDARY]なると食欲が増して甘いものばかり食べたくなると笑って話していました。,女の子の日に,1,彼女は女の子の日になると食欲が増して甘いものばかり食べたくなると笑って話していました。,sometimes
265,20,女の子の日,[PET_BOUNDARY]女の子の日が[PET_BOUNDARY]遅れると少し不安になり、体調の変化にとても敏感になってしまいます。,女の子の日が,1,女の子の日が遅れると少し不安になり、体調の変化にとても敏感になってしまいます。,sometimes
266,20,女の子の日,[PET_BOUNDARY]女の子の日は[PET_BOUNDARY]普段よりも体が冷えやすくなるので、温かい飲み物を意識して摂るようにしています。,女の子の日は,1,女の子の日は普段よりも体が冷えやすくなるので、温かい飲み物を意識して摂るようにしています。,sometimes
267,20,女の子の日,運動を習慣にしてから[PET_BOUNDARY]女の子の日の[PET_BOUNDARY]不調が少し和らいだ気がして、続ける励みになっています。,女の子の日の,1,運動を習慣にしてから女の子の日の不調が少し和らいだ気がして、続ける励みになっています。,sometimes
268,20,女の子の日,[PET_BOUNDARY]女の子の日に[PET_BOUNDARY]なると肌の調子まで崩れてしまうので、スキンケアに時間をかけるようになりました。,女の子の日に,1,女の子の日になると肌の調子まで崩れてしまうので、スキンケアに時間をかけるようになりました。,sometimes
269,20,女の子の日,彼女は[PET_BOUNDARY]女の子の日の[PET_BOUNDARY]痛みが強すぎて学校を休むことがあり、周囲も理解を示していました。,女の子の日の,1,彼女は女の子の日の痛みが強すぎて学校を休むことがあり、周囲も理解を示していました。,sometimes
270,20,女の子の日,大事な試験の日と[PET_BOUNDARY]女の子の日が[PET_BOUNDARY]重なってしまい、集中力が続かず苦労したことがあります。,女の子の日が,1,大事な試験の日と女の子の日が重なってしまい、集中力が続かず苦労したことがあります。,sometimes
271,20,女の子の日,でしょぉ。。今晩は、散らし寿司・ひな祭りケーキ・雛あられを食べるよぉ。。今日は、[PET_BOUNDARY]女の子の日だよぉ[PET_BOUNDARY]♫♪↑は、ＺＥＮＫＩしゃん作,女の子の日だよぉ,0,でしょぉ。。今晩は、散らし寿司・ひな祭りケーキ・雛あられを食べるよぉ。。今日は、女の子の日だよぉ♫♪↑は、ＺＥＮＫＩしゃん作,sometimes
272,20,女の子の日,たのは、平和な世の中が続いたからともいえます。 そうした歴史に思いをはせながら、[PET_BOUNDARY]女の子の日を[PET_BOUNDARY]祝いたいものです。ふじた・じゅんこ戦災で焼けたひな人形と、両親の思い出への思慕,女の子の日を,0,たのは、平和な世の中が続いたからともいえます。 そうした歴史に思いをはせながら、女の子の日を祝いたいものです。ふじた・じゅんこ戦災で焼けたひな人形と、両親の思い出への思慕,sometimes
273,20,女の子の日,今日は三月三日。[PET_BOUNDARY]女の子の日でした[PET_BOUNDARY]＾＾。兄貴の誕生日でもありましてま、おめでとう！兄ちゃん。お嫁さん・・・今,女の子の日でした,0,今日は三月三日。女の子の日でした＾＾。兄貴の誕生日でもありましてま、おめでとう！兄ちゃん。お嫁さん・・・今,sometimes
274,20,女の子の日,にふりかかる災難の身代わりになってくれるようにと願いながら、川や海に流しました。[PET_BOUNDARY]女の子の日は[PET_BOUNDARY]、ひいな遊びと桃の節句が結びついたものだと考えられています。江戸時代中期からは,女の子の日は,0,にふりかかる災難の身代わりになってくれるようにと願いながら、川や海に流しました。女の子の日は、ひいな遊びと桃の節句が結びついたものだと考えられています。江戸時代中期からは,sometimes
275,20,女の子の日,ひな祭りの料理」焼き魚・干切りダイコンのみそ汁・ダイコンなます・煮物・赤飯などの[PET_BOUNDARY]女の子の日の[PET_BOUNDARY]料理です。（田中本家博物館）ひな祭りのお菓子三色白玉ひな祭りのひし餅の色にあわ,女の子の日の,0,ひな祭りの料理」焼き魚・干切りダイコンのみそ汁・ダイコンなます・煮物・赤飯などの女の子の日の料理です。（田中本家博物館）ひな祭りのお菓子三色白玉ひな祭りのひし餅の色にあわ,sometimes
276,20,女の子の日,えものをし、子どもの幸せを祈るひな祭りは、日本だけにある優雅で奥の深い行事です。[PET_BOUNDARY]女の子の日の[PET_BOUNDARY]長い歴史は人々が子どもを愛してきた歴史でもあり、江戸時代に盛んになったのは、平,女の子の日の,0,えものをし、子どもの幸せを祈るひな祭りは、日本だけにある優雅で奥の深い行事です。女の子の日の長い歴史は人々が子どもを愛してきた歴史でもあり、江戸時代に盛んになったのは、平,sometimes
277,20,女の子の日,３月３日[PET_BOUNDARY]女の子の日で[PET_BOUNDARY]ケーキをこのケーキクリームがおいしいのとケーキの形もきれいですねイチゴとクリー,女の子の日で,0,３月３日女の子の日でケーキをこのケーキクリームがおいしいのとケーキの形もきれいですねイチゴとクリー,sometimes
278,20,女の子の日,て、孫の成長を祈り、２月の初めから飾ってありました。ママのお誕生日と重なり楽しい[PET_BOUNDARY]女の子の日でした[PET_BOUNDARY]。美味しいかやく寿司をママが作って待ってくれていました。ありがとう。家族全,女の子の日でした,0,て、孫の成長を祈り、２月の初めから飾ってありました。ママのお誕生日と重なり楽しい女の子の日でした。美味しいかやく寿司をママが作って待ってくれていました。ありがとう。家族全,sometimes
279,20,女の子の日,でした。 それは多分、先生が入学した頃には、すでに人形は箱にしまわれ、三月三日の[PET_BOUNDARY]女の子の日の[PET_BOUNDARY]日だけ、おひな様と一緒に飾られるようになっていたからでしょう。 そして、残念な,女の子の日の,0,でした。 それは多分、先生が入学した頃には、すでに人形は箱にしまわれ、三月三日の女の子の日の日だけ、おひな様と一緒に飾られるようになっていたからでしょう。 そして、残念な,sometimes
280,20,女の子の日,頃口にできない滋養のあるものを食べることのできる数少ない重要な日でした。 さて、[PET_BOUNDARY]女の子の日に[PET_BOUNDARY]あたる３月３日ですが、中国には、この日、水辺で身体を清め、災いを祓う風習があり,女の子の日に,0,頃口にできない滋養のあるものを食べることのできる数少ない重要な日でした。 さて、女の子の日にあたる３月３日ですが、中国には、この日、水辺で身体を清め、災いを祓う風習があり,sometimes
281,20,女の子の日,食 『ちらし寿司』『サラダ』『フライ３種』『日本酒』『つまみ』『団子２個』今日は[PET_BOUNDARY]女の子の日と[PET_BOUNDARY]いうことで団子を２個食べました。ひなあられが嫌いなうちの娘も喜んで食べていまし,女の子の日と,0,食 『ちらし寿司』『サラダ』『フライ３種』『日本酒』『つまみ』『団子２個』今日は女の子の日ということで団子を２個食べました。ひなあられが嫌いなうちの娘も喜んで食べていまし,sometimes
282,20,女の子の日,のお陰でイギリスの文化に触れることができ、楽しい一日になりました。それともうすぐ[PET_BOUNDARY]女の子の日なので[PET_BOUNDARY]、お雛様とお内裏様を作りましたよ〜子供達も作れるようにと色々と考えて、上の,女の子の日なので,0,のお陰でイギリスの文化に触れることができ、楽しい一日になりました。それともうすぐ女の子の日なので、お雛様とお内裏様を作りましたよ〜子供達も作れるようにと色々と考えて、上の,sometimes
283,20,女の子の日,、↓去年、Ｄちゃんが、幼稚園年長さんの時につくった作品です♫♪今日は、３月３日「[PET_BOUNDARY]女の子の日[PET_BOUNDARY]」ですねｄ（ゝＣ＿・ｏ）йё☆Ｄちゃんは、男の子とだから、家には、兜がありますが,女の子の日,0,、↓去年、Ｄちゃんが、幼稚園年長さんの時につくった作品です♫♪今日は、３月３日「女の子の日」ですねｄ（ゝＣ＿・ｏ）йё☆Ｄちゃんは、男の子とだから、家には、兜がありますが,sometimes
284,21,デリケートゾーン,夏は汗をかきやすく、[PET_BOUNDARY]デリケートゾーンの[PET_BOUNDARY]ムレやかゆみが気になることがあります。,デリケートゾーンの,1,夏は汗をかきやすく、デリケートゾーンのムレやかゆみが気になることがあります。,sometimes
285,21,デリケートゾーン,産婦人科の先生から、[PET_BOUNDARY]デリケートゾーンは[PET_BOUNDARY]強い石けんで洗いすぎないようにと言われました。,デリケートゾーンは,1,産婦人科の先生から、デリケートゾーンは強い石けんで洗いすぎないようにと言われました。,sometimes
286,21,デリケートゾーン,敏感肌用のボディケアと同じように、[PET_BOUNDARY]デリケートゾーン[PET_BOUNDARY]専用のケア商品も使う人が増えています。,デリケートゾーン,1,敏感肌用のボディケアと同じように、デリケートゾーン専用のケア商品も使う人が増えています。,sometimes
287,21,デリケートゾーン,長時間のフライトでは、[PET_BOUNDARY]デリケートゾーンが[PET_BOUNDARY]不快にならないように服装にも気をつけています。,デリケートゾーンが,1,長時間のフライトでは、デリケートゾーンが不快にならないように服装にも気をつけています。,sometimes
288,21,デリケートゾーン,月のものの時期は特に、[PET_BOUNDARY]デリケートゾーンを[PET_BOUNDARY]清潔に保つことが大切だと感じます。,デリケートゾーンを,1,月のものの時期は特に、デリケートゾーンを清潔に保つことが大切だと感じます。,sometimes
289,21,デリケートゾーン,最近の研究では、[PET_BOUNDARY]デリケートゾーンの[PET_BOUNDARY]健康状態が全身のコンディションにも影響することがわかってきました。,デリケートゾーンの,1,最近の研究では、デリケートゾーンの健康状態が全身のコンディションにも影響することがわかってきました。,sometimes
290,21,デリケートゾーン,出産後しばらくは、[PET_BOUNDARY]デリケートゾーンの[PET_BOUNDARY]回復が気になり、無理をしないようにしていました。,デリケートゾーンの,1,出産後しばらくは、デリケートゾーンの回復が気になり、無理をしないようにしていました。,sometimes
291,21,デリケートゾーン,温泉に入る前に、[PET_BOUNDARY]デリケートゾーンを[PET_BOUNDARY]しっかり洗ってから湯船に浸かるようにしています。,デリケートゾーンを,1,温泉に入る前に、デリケートゾーンをしっかり洗ってから湯船に浸かるようにしています。,sometimes
292,21,デリケートゾーン,友達と話していて、[PET_BOUNDARY]デリケートゾーンの[PET_BOUNDARY]悩みはなかなか相談しにくいという話題になりました。,デリケートゾーンの,1,友達と話していて、デリケートゾーンの悩みはなかなか相談しにくいという話題になりました。,sometimes
293,21,デリケートゾーン,婦人科の検診では、[PET_BOUNDARY]デリケートゾーンの[PET_BOUNDARY]チェックも欠かさず行われています。,デリケートゾーンの,1,婦人科の検診では、デリケートゾーンのチェックも欠かさず行われています。,sometimes
294,21,デリケートゾーン,ここは山崩れが起きやすい[PET_BOUNDARY]デリケートゾーンなので[PET_BOUNDARY]、立ち入りは禁止されています。,デリケートゾーンなので,0,ここは山崩れが起きやすいデリケートゾーンなので、立ち入りは禁止されています。,sometimes
295,21,デリケートゾーン,国際関係においては、宗教の問題は[PET_BOUNDARY]デリケートゾーンに[PET_BOUNDARY]触れる議題になりやすいです。,デリケートゾーンに,0,国際関係においては、宗教の問題はデリケートゾーンに触れる議題になりやすいです。,sometimes
296,21,デリケートゾーン,この機械は高電圧部分が[PET_BOUNDARY]デリケートゾーンに[PET_BOUNDARY]当たるので、慎重な取り扱いが必要です。,デリケートゾーンに,0,この機械は高電圧部分がデリケートゾーンに当たるので、慎重な取り扱いが必要です。,sometimes
297,21,デリケートゾーン,職場の人間関係において、評価や給与の話題は[PET_BOUNDARY]デリケートゾーンと[PET_BOUNDARY]言えるでしょう。,デリケートゾーンと,0,職場の人間関係において、評価や給与の話題はデリケートゾーンと言えるでしょう。,sometimes
298,21,デリケートゾーン,経済政策の中でも年金制度は特に[PET_BOUNDARY]デリケートゾーンに[PET_BOUNDARY]分類されるテーマです。,デリケートゾーンに,0,経済政策の中でも年金制度は特にデリケートゾーンに分類されるテーマです。,sometimes
299,21,デリケートゾーン,環境保護の観点から、この湿地帯は[PET_BOUNDARY]デリケートゾーンと[PET_BOUNDARY]して守られています。,デリケートゾーンと,0,環境保護の観点から、この湿地帯はデリケートゾーンとして守られています。,sometimes
300,21,デリケートゾーン,芸能人の私生活については、マスコミにとって[PET_BOUNDARY]デリケートゾーンと[PET_BOUNDARY]なる質問が多いです。,デリケートゾーンと,0,芸能人の私生活については、マスコミにとってデリケートゾーンとなる質問が多いです。,sometimes
301,21,デリケートゾーン,子どもとの会話で離婚の話題は[PET_BOUNDARY]デリケートゾーンなので[PET_BOUNDARY]、慎重に言葉を選ぶ必要があります。,デリケートゾーンなので,0,子どもとの会話で離婚の話題はデリケートゾーンなので、慎重に言葉を選ぶ必要があります。,sometimes
302,21,デリケートゾーン,災害復旧工事では地盤の弱い場所が[PET_BOUNDARY]デリケートゾーンに[PET_BOUNDARY]指定されます。,デリケートゾーンに,0,災害復旧工事では地盤の弱い場所がデリケートゾーンに指定されます。,sometimes
303,21,デリケートゾーン,人工知能の倫理の話題は研究者にとって[PET_BOUNDARY]デリケートゾーンに[PET_BOUNDARY]なりやすいと感じます。,デリケートゾーンに,0,人工知能の倫理の話題は研究者にとってデリケートゾーンになりやすいと感じます。,sometimes
324,23,一緒に寝る,もう分ったよ。でも、オレ、ほんとのことを言ってるんだ。女を買って、…要するに女と[PET_BOUNDARY]一緒に寝るんだよ[PET_BOUNDARY]…」 その時であった。私は後ろから誰かに強く押され、その圧力がまた黒川を押,一緒に寝るんだよ,1,もう分ったよ。でも、オレ、ほんとのことを言ってるんだ。女を買って、…要するに女と一緒に寝るんだよ…」 その時であった。私は後ろから誰かに強く押され、その圧力がまた黒川を押,sometimes
325,23,一緒に寝る,時に『○○（私の事）に呼ばれたらすぐ行くよ』とか、『いつでも泊まりに来ていいよ、[PET_BOUNDARY]一緒に寝るから[PET_BOUNDARY]＾＾』とか、まぁ冗談っぽく言う男の心理ってどんな感じなんですか？私も彼も恋人,一緒に寝るから,1,時に『○○（私の事）に呼ばれたらすぐ行くよ』とか、『いつでも泊まりに来ていいよ、一緒に寝るから＾＾』とか、まぁ冗談っぽく言う男の心理ってどんな感じなんですか？私も彼も恋人,sometimes
326,23,一緒に寝る,ったメキシコ女がにやにや笑った。 「いやなら、そこに寝なくていいんだよ。あたしと[PET_BOUNDARY]一緒に寝るかい[PET_BOUNDARY]、おねえちゃん」 トレイシーはこの監房の中によどんでいる底意に気がつくと、慄,一緒に寝るかい,1,ったメキシコ女がにやにや笑った。 「いやなら、そこに寝なくていいんだよ。あたしと一緒に寝るかい、おねえちゃん」 トレイシーはこの監房の中によどんでいる底意に気がつくと、慄,sometimes
327,23,一緒に寝る,部屋はうす暗かった。 忍がベッドに横になっているのはどうにかわかる。 初めて忍と[PET_BOUNDARY]一緒に寝るのだ[PET_BOUNDARY]―。 忍はどんな格好をして寝てるのだろう…。 松前の心臓は高鳴った。 俺が来,一緒に寝るのだ,1,部屋はうす暗かった。 忍がベッドに横になっているのはどうにかわかる。 初めて忍と一緒に寝るのだ―。 忍はどんな格好をして寝てるのだろう…。 松前の心臓は高鳴った。 俺が来,sometimes
328,23,一緒に寝る,誘わずに彼をその気にさせたいのですが、よい方法は無いでしょうか？泊まるってことは[PET_BOUNDARY]一緒に寝るって[PET_BOUNDARY]事でしょ！だから絶対彼は迫ってきますよ。安心しなさいなー。彼女に体を求めたく,一緒に寝るって,1,誘わずに彼をその気にさせたいのですが、よい方法は無いでしょうか？泊まるってことは一緒に寝るって事でしょ！だから絶対彼は迫ってきますよ。安心しなさいなー。彼女に体を求めたく,sometimes
329,23,一緒に寝る,男と女が、「[PET_BOUNDARY]一緒に寝る[PET_BOUNDARY]」って言ったら、やっぱあの行為ですか？ただ本当に一緒に横になって寝ただけかも知れ,一緒に寝る,1,男と女が、「一緒に寝る」って言ったら、やっぱあの行為ですか？ただ本当に一緒に横になって寝ただけかも知れ,sometimes
330,23,一緒に寝る,えている。もちろん彼にだって思い出くらいあるでしょうよ。だからといって、彼が女と[PET_BOUNDARY]一緒に寝る[PET_BOUNDARY]どういうさまたげになるというの。笑っちゃうわ。そんなの、わたしはひとことだって信,一緒に寝る,1,えている。もちろん彼にだって思い出くらいあるでしょうよ。だからといって、彼が女と一緒に寝るどういうさまたげになるというの。笑っちゃうわ。そんなの、わたしはひとことだって信,sometimes
331,23,一緒に寝る,昨日の夜は彼と映画を見終わったあと、自然な流れで[PET_BOUNDARY]一緒に寝る[PET_BOUNDARY]ことになり、気がつけば朝まで腕枕をしてくれていた。,一緒に寝る,1,昨日の夜は彼と映画を見終わったあと、自然な流れで一緒に寝ることになり、気がつけば朝まで腕枕をしてくれていた。,sometimes
332,23,一緒に寝る,長い間片想いしていた彼女とやっと気持ちが通じ合って、その日の夜は[PET_BOUNDARY]一緒に寝る[PET_BOUNDARY]ことになったのは忘れられない思い出だ。,一緒に寝る,1,長い間片想いしていた彼女とやっと気持ちが通じ合って、その日の夜は一緒に寝ることになったのは忘れられない思い出だ。,sometimes
333,23,一緒に寝る,喧嘩してしばらく距離を置いていたけれど、仲直りのきっかけになったのは久しぶりに[PET_BOUNDARY]一緒に寝る[PET_BOUNDARY]時間を過ごした夜だった。,一緒に寝る,1,喧嘩してしばらく距離を置いていたけれど、仲直りのきっかけになったのは久しぶりに一緒に寝る時間を過ごした夜だった。,sometimes
334,23,一緒に寝る,旅行中に同じ部屋で過ごして、最初は緊張したけれど、結局は自然に[PET_BOUNDARY]一緒に寝る[PET_BOUNDARY]ことになって、さらに距離が縮まった気がした。,一緒に寝る,1,旅行中に同じ部屋で過ごして、最初は緊張したけれど、結局は自然に一緒に寝ることになって、さらに距離が縮まった気がした。,sometimes
335,23,一緒に寝る,彼が「今日は帰りたくない」と言ったので、私の部屋で夕飯を食べ、そのまま[PET_BOUNDARY]一緒に寝る[PET_BOUNDARY]ことになった。,一緒に寝る,1,彼が「今日は帰りたくない」と言ったので、私の部屋で夕飯を食べ、そのまま一緒に寝ることになった。,sometimes
336,23,一緒に寝る,告白して返事をもらった夜、特別な気持ちのまま[PET_BOUNDARY]一緒に寝る[PET_BOUNDARY]ことになり、二人の関係が一気に深まった。,一緒に寝る,1,告白して返事をもらった夜、特別な気持ちのまま一緒に寝ることになり、二人の関係が一気に深まった。,sometimes
337,23,一緒に寝る,記念日のお祝いで泊まった旅館では、美味しい食事を楽しんだあと、畳の上で布団を並べて[PET_BOUNDARY]一緒に寝ると[PET_BOUNDARY]いう和風な体験をした。,一緒に寝ると,1,記念日のお祝いで泊まった旅館では、美味しい食事を楽しんだあと、畳の上で布団を並べて一緒に寝るという和風な体験をした。,sometimes
338,23,一緒に寝る,ずっと友達だと思っていた彼と、お酒に酔った勢いで[PET_BOUNDARY]一緒に寝る[PET_BOUNDARY]ことになり、翌朝から気まずくも新しい関係が始まった。,一緒に寝る,1,ずっと友達だと思っていた彼と、お酒に酔った勢いで一緒に寝ることになり、翌朝から気まずくも新しい関係が始まった。,sometimes
